1581654252499,4151,2414289,12,2414637,16,2414488,28
1581654612501,4151,2414292,11,2414633,16,2414494,27
1581654972500,4151,2414305,8,2414630,17,2414526,25
1581655332501,4151,2414313,8,2414629,16,2414524,24
1581655692502,4151,2414315,9,2414623,21,2414530,30
1581656052505,4151,2414317,10,2414621,20,2414519,30
1581656412504,4151,2414327,14,2414615,18,2414489,32
1581656772508,4151,2414331,14,2414610,20,2414495,34
1581657132509,4151,2414333,16,2414602,18,2414476,34
1581657492512,4151,2414332,18,2414603,16,2414459,34
1581657852513,4151,2414328,18,2414873,17,2414592,35
1581658212514,4151,2414265,19,2415362,18,2414799,37
1581658572514,4151,2414304,33,2412629,33,2413466,66
1581658932516,4151,2414445,33,2412252,34,2413332,67
1581659292519,4151,2414447,33,2411692,34,2413049,67
1581659652521,4151,2414859,35,2409912,51,2411925,86
1581660012521,4151,2414937,35,2409899,54,2411880,89
1581660372522,4151,2415190,42,2409774,52,2412194,94
1581660732523,4151,2415306,37,2409769,51,2412097,88
1581661092524,4151,2415468,36,2410124,53,2412286,89
1581661452525,4151,2415443,36,2410121,53,2412273,89
1581661812529,4151,2415508,35,2409857,51,2412157,86
1581662172532,4151,2417171,32,2410564,37,2413628,69
1581662532530,4151,2416981,32,2410886,35,2413797,67
1581662892529,4151,2417065,31,2411529,33,2414210,64
1581663252539,4151,2417008,28,2417029,16,2417015,44
1581663612537,4151,2417081,27,2418924,17,2417793,44
1581663972540,4151,2416840,22,2418822,21,2417808,43
1581664332539,4151,2416441,24,2418260,23,2417331,47
1581664692540,4151,2416321,23,2417995,24,2417176,47
1581665052540,4151,2416386,23,2417975,24,2417197,47
1581665412541,4151,2416386,23,2417922,23,2417154,46
1581665772543,4151,2414143,14,2417787,22,2416370,36
1581666132544,4151,2414235,13,2417720,21,2416388,34
1581666492545,4151,2414235,13,2417708,18,2416252,31
1581666852546,4151,2413822,12,2417418,23,2416185,35
1581667212547,4151,2413670,11,2416964,19,2415757,30
1581667572551,4151,2414067,10,2416519,14,2415497,24
1581667932556,4151,2414570,8,2416967,12,2416008,20
1581668292554,4151,2414570,8,2416873,11,2415903,19
1581668652555,4151,2414536,7,2416651,11,2415828,18
1581669012557,4151,2414536,7,2416542,13,2415840,20
1581669372557,4151,2414534,6,2416275,13,2415725,19
1581669732561,4151,2414392,7,2416275,13,2415616,20
1581670092560,4151,2414392,7,2416275,13,2415616,20
1581670452561,4151,2414227,9,2416277,9,2415252,18
1581670812562,4151,2414067,7,2416361,11,2415469,18
1581671172567,4151,2413874,5,2416398,12,2415655,17
1581671532566,4151,2413990,6,2416441,12,2415624,18
1581671892568,4151,2413874,7,2416508,11,2415484,18
1581672252570,4151,2412611,9,2416567,11,2414787,20
1581672612570,4151,2412789,10,2416714,10,2414751,20
1581672972574,4151,2412789,10,2416753,10,2414771,20
1581673332574,4151,2412706,9,2416753,10,2414836,19
1581673692574,4151,2412706,9,2416726,11,2414917,20
1581674052575,4151,2412482,8,2416719,10,2414836,18
1581674412576,4151,2412482,8,2416714,8,2414598,16
1581674772580,4151,2412482,8,2416702,7,2414451,15
1581675132579,4151,2412183,7,2416692,6,2414264,13
1581675492582,4151,2412447,8,2416711,5,2414087,13
1581675852582,4151,2413874,7,2416591,5,2415006,12
1581676212585,4151,2413819,7,2416539,4,2414808,11
1581676572585,4151,2413803,14,2415985,4,2414288,18
1581676932590,4151,2414163,15,2416048,5,2414634,20
1581677292588,4151,2414163,15,2415947,4,2414538,19
1581677652588,4151,2414216,15,2415913,5,2414640,20
1581678012590,4151,2414282,18,2415890,6,2414684,24
1581678372593,4151,2414233,21,2415890,6,2414601,27
1581678732593,4151,2414233,21,2415816,8,2414670,29
1581679092594,4151,2414285,19,2415732,9,2414750,28
1581679452594,4151,2414305,18,2415686,8,2414730,26
1581679812596,4151,2414323,17,2415686,8,2414759,25
1581680172596,4151,2414516,11,2415684,6,2414928,17
1581680532599,4151,2414017,11,2415369,7,2414543,18
1581680892599,4151,2414002,12,2415369,7,2414505,19
1581681252601,4151,2414038,11,2415301,6,2414484,17
1581681612602,4151,2413842,9,2415084,6,2414339,15
1581681972603,4151,2413785,9,2414971,9,2414378,18
1581682332607,4151,2413785,9,2414792,7,2414226,16
1581682692608,4151,2413854,10,2414782,7,2414236,17
1581683052607,4151,2413854,10,2414782,7,2414236,17
1581683412609,4151,2413854,10,2414782,7,2414236,17
1581683772612,4151,2413806,10,2414804,8,2414249,18
1581684132612,4151,2413817,9,2414865,11,2414393,20
1581684492614,4151,2413815,8,2414865,11,2414423,19
1581684852616,4151,2413815,8,2414875,12,2414451,20
1581685212617,4151,2413789,7,2414894,12,2414487,19
